X1,Player,Year.x,Draft pick,Height (No Shoes),Height (With Shoes),Wingspan,Standing reach,Vertical (Max),Vertical (Max Reach),Vertical (No Step),Vertical (No Step Reach),Weight,Body Fat,Hand (Length),Hand (Width),Bench,Agility,Sprint,Rk,Year.y,Lg,Rd,Pk,Tm,Age,Pos,Born,College,From,To,G,MPG,PPG,RPG,APG,SPG,BPG,FG%,2P%,3P%,FT%,WS,WS/48
343,D'Angelo Russell,2015,2,75.25,77,81.75,102,NA,NA,NA,NA,193,8.3,8.75,9.75,NA,NA,NA,324,2015,NBA,1,2,LAL,19.127,G,us,Ohio State,2016,2020,277,28.5,16.6,3.7,5.1,1.1,0.2,0.418,0.465,0.353,0.76,6.7,0.041
344,Delon Wright,2015,20,76.25,77.5,79.5,101.5,31,132.5,29.5,131,181,6.6,8,8.5,4,11.21,3.29,53,2015,NBA,1,20,TOR,23.065,G,us,Utah,2016,2020,204,19.4,7.5,2.8,2.8,1,0.4,0.451,0.499,0.34,0.798,11.3,0.137
345,Justin Anderson,2015,21,77.25,78.25,83.75,101,43,144,38,139,231,5,8.5,9.5,12,11.1,3.22,208,2015,NBA,1,21,DAL,21.223,G,us,Virginia,2016,2019,216,13.2,5.3,2.6,0.7,0.4,0.3,0.419,0.523,0.302,0.778,4.7,0.079
346,Bobby Portis,2015,22,81.5,82.5,86,108.5,31.5,140,25,133.5,246,8.9,9.5,9.25,5,11.71,3.56,185,2015,NBA,1,22,CHI,20.14,F,us,Arkansas,2016,2020,256,20.4,10.2,6.2,1.1,0.5,0.3,0.457,0.49,0.36,0.751,9.2,0.085
347,Rondae Hollis-Jefferson,2015,23,77.5,79,86,104,38,142,32,136,211,5,8.75,9.75,13,10.51,3.12,209,2015,NBA,1,23,POR,20.178,F,us,Arizona,2016,2020,235,23.5,9.9,5.9,2,1,0.6,0.444,0.468,0.223,0.738,9.1,0.079
348,Tyus Jones,2015,24,72.25,74,77,97,32.5,129.5,26.5,123.5,185,6.5,8.25,8.75,2,11.89,3.32,161,2015,NBA,1,24,CLE,19.05,G,us,Duke,2016,2020,252,17.8,5.1,1.5,3.4,1,0.1,0.417,0.463,0.327,0.807,8.4,0.09
349,Jarell Martin,2015,25,80,81.25,81.75,106.5,34.5,141,28.5,135,239,10.1,8.25,NA,19,11.12,3.27,290,2015,NBA,1,25,MEM,21.037,F,us,LSU,2016,2019,184,15.9,5.4,3.5,0.6,0.4,0.4,0.434,0.457,0.346,0.766,3.2,0.053
350,Larry Nance,2015,27,79.5,80.5,85.5,108,37.5,145.5,29,137,227,6.4,9,9.75,10,10.89,3.25,63,2015,NBA,1,27,LAL,22.18,F-C,us,Wyoming,2016,2020,265,22.9,7.8,6.5,1.7,1.2,0.5,0.536,0.566,0.294,0.698,16.6,0.131
351,R.J. Hunter,2015,28,76.5,78,82.5,104,33.5,137.5,27.5,131.5,185,6,8.5,8.25,1,10.97,3.26,294,2015,NBA,1,28,BOS,21.249,G,us,Georgia State University,2016,2019,45,8.8,3,1,0.4,0.4,0.1,0.371,0.523,0.295,0.818,0.4,0.051
352,Chris McCullough,2015,29,80.25,81,87.25,109,NA,NA,NA,NA,199,6.2,8.75,8.75,NA,NA,NA,286,2015,NBA,1,29,BRK,20.145,F,us,Syracuse,2016,2018,59,9,3.3,1.9,0.3,0.5,0.3,0.426,0.47,0.306,0.548,0.6,0.054
353,Kevon Looney,2015,30,80,81.25,87.5,110,NA,NA,NA,NA,222,11.9,9.5,9.25,NA,NA,NA,18,2015,NBA,1,30,GSW,19.144,F-C,us,UCLA,2016,2020,205,14,4.5,3.8,1,0.5,0.6,0.593,0.609,0.222,0.593,10.3,0.172
354,Montrezl Harrell,2015,32,79,79.5,88.25,109,NA,NA,NA,NA,253,11.9,9,9.75,NA,NA,NA,12,2015,NBA,2,32,HOU,21.155,F-C,us,Louisville,2016,2020,262,19.4,11.4,4.5,1.3,0.5,0.8,0.633,0.641,0.156,0.63,20.3,0.191
355,Jordan Mickey,2015,33,79,80.25,87.25,106,37.5,143.5,33,139,238,7.2,8.75,9.5,9,11.8,3.28,298,2015,NBA,2,33,BOS,20.356,F,us,LSU,2016,2018,64,7.5,2.4,2,0.3,0.1,0.4,0.449,0.496,0.118,0.605,0.5,0.05
356,Anthony Brown,2015,34,77.25,80.5,83.25,104.5,34.5,139,27.5,132,211,6.1,8.5,9,4,11.06,3.18,450,2015,NBA,2,34,LAL,22.263,F-G,us,Stanford,2016,2018,41,18.6,3.9,2.5,0.7,0.5,0.1,0.328,0.38,0.286,0.85,-0.2,-0.016
357,Rakeem Christmas,2015,36,80.25,81.75,89.25,110.5,NA,NA,29,139.5,243,9.6,9.25,NA,9,11.57,3.47,123,2015,NBA,2,36,MIN,23.212,F,us,Syracuse,2016,2017,30,7.5,2.1,1.9,0.1,0.1,0.2,0.467,0.467,NA,0.724,0.5,0.105
358,Richaun Holmes,2015,37,80.25,81.5,85.5,108,36,144,32.5,140.5,243,8.8,8.5,8.5,15,11.37,3.32,33,2015,NBA,2,37,PHI,21.258,F-C,us,Bowling Green,2016,2020,233,17.1,7.8,4.4,0.9,0.5,0.9,0.57,0.612,0.257,0.706,13,0.156
359,Pat Connaughton,2015,41,76,77.25,80.75,96,44,140,37.5,133.5,215,10.2,8.5,9.25,13,10.74,3.2,131,2015,NBA,2,41,BRK,22.175,G,us,Notre Dame,2016,2020,221,14.9,4.7,2.3,1.2,0.3,0.2,0.438,0.543,0.349,0.798,7,0.102
360,Olivier Hanlan,2015,42,75.25,76.25,78.5,100,34,134,28,128,186,4.3,8,8.75,19,11.36,3.25,516,2015,NBA,2,42,UTA,22.135,G,ca,Boston College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,Andrew Harrison,2015,44,76.5,77.5,81,100,33,133,26.5,126.5,213,5.9,8.25,9.25,NA,11.16,3.34,295,2015,NBA,2,44,PHO,20.245,G,us,Kentucky,2017,2019,145,20.6,7,2,2.8,0.7,0.3,0.373,0.422,0.294,0.779,3.2,0.051
363,Marcus Thornton,2015,45,73.75,74.75,79.75,97.5,43,140.5,34.5,132,177,5.3,8.25,8.5,3,10.96,3.02,182,2009,NBA,2,43,MIA,22.026,G,us,LSU,2010,2017,483,23.4,11.9,2.8,1.4,0.8,0.1,0.425,0.471,0.358,0.83,20,0.085
363,Marcus Thornton,2015,45,73.75,74.75,79.75,97.5,43,140.5,34.5,132,177,5.3,8.25,8.5,3,10.96,3.02,517,2015,NBA,2,45,BOS,22.141,G,us,College of William & Mary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,Norman Powell,2015,46,75,76.25,82.75,102.5,40.5,143,32.5,135,215,6.4,9.25,9,5,10.76,3.2,201,2015,NBA,2,46,MIL,22.036,G,us,UCLA,2016,2020,261,17,7.1,2.2,1.2,0.6,0.2,0.441,0.51,0.343,0.806,7.4,0.081
365,Dakari Johnson,2015,48,83,83.75,86,112,25,137,22.5,134.5,265,14.9,9.25,10.5,4,11.5,3.62,15,2015,NBA,2,48,OKC,19.281,C,us,Kentucky,2018,2018,31,5.2,1.8,1.1,0.3,0.2,0.3,0.564,0.564,NA,0.55,0.6,0.178
366,Aaron White,2015,49,79.75,80.75,83.5,106.5,35,141.5,30,136.5,220,8,8.25,9.25,7,11.62,3.38,519,2015,NBA,2,49,WAS,22.293,F,us,Iowa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,Tyler Harvey,2015,51,74.75,76,77.5,98.5,28.5,127,26,124.5,181,9.2,7.75,8.75,1,10.52,3.44,521,2015,NBA,2,51,ORL,21.348,G,us,Eastern Washington University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,Branden Dawson,2015,56,77.5,78.75,83,105,34.5,139.5,28.5,133.5,230,5.8,9,8.75,12,12.37,3.2,243,2015,NBA,2,56,NOP,22.149,F,us,Michigan State,2016,2016,6,4.8,0.8,0.7,0,0,0.2,0.4,0.4,NA,1,0,0.069
369,J.P. Tokoto,2015,58,77.25,78.25,82,100.5,40,140.5,34.5,135,196,4.1,8,8.75,12,11.01,3.27,527,2015,NBA,2,58,PHI,21.288,G-F,us,UNC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,Willie Cauley-Stein,2015,6,83.25,84.5,87,111,NA,NA,NA,NA,242,6.3,9.5,9,NA,NA,NA,87,2015,NBA,1,6,SAC,21.316,F-C,us,Kentucky,2016,2020,298,24,10.1,6.4,1.6,0.9,0.8,0.535,0.537,0.222,0.612,17.6,0.118
371,Stanley Johnson,2015,8,77,78.5,83.5,102,NA,NA,NA,NA,242,7.5,9,9,NA,NA,NA,357,2015,NBA,1,8,DET,19.031,F,us,Arizona,2016,2020,287,21.5,6.9,3.4,1.5,0.9,0.2,0.374,0.431,0.293,0.764,3.3,0.026
372,Frank Kaminsky,2015,9,83.75,84.75,83,109.5,NA,NA,NA,NA,231,9.4,8.5,9.5,NA,NA,NA,191,2015,NBA,1,9,CHO,22.087,F-C,us,Wisconsin,2016,2020,288,22.2,9.8,4,1.6,0.5,0.4,0.418,0.469,0.345,0.763,11.2,0.084
396,Thon Maker,2016,10,83.75,84.75,87,110.5,36.5,147,32,142.5,216,6.1,8.75,9.5,NA,11.15,3.33,210,2016,NBA,1,10,MIL,19.123,F-C,ss,NA,2017,2020,202,14.2,4.6,2.8,0.6,0.4,0.7,0.418,0.49,0.323,0.674,4.8,0.079
398,Denzel Valentine,2016,14,76,77.75,82.75,102,32,134,27,129,210,9.2,8.5,9.75,NA,10.51,3.46,304,2016,NBA,1,14,CHI,22.225,G,us,Michigan State,2017,2020,135,22.8,8,4,2.3,0.7,0.1,0.399,0.432,0.374,0.754,3.1,0.048
399,Justin Jackson,2016,15,79,80.25,82.75,103.5,34.5,138,29.5,133,193,7.6,8.75,8.75,NA,11.32,3.26,267,2017,NBA,1,15,POR,22.092,G-F,us,UNC,2018,2020,155,20.6,6.9,2.6,1.1,0.4,0.2,0.447,0.546,0.336,0.769,4.1,0.061
400,Wade Baldwin,2016,17,74.5,76,83.25,100,38,138,32.5,132.5,202,5.2,9,9.75,NA,10.45,3.19,439,2016,NBA,1,17,MEM,20.091,G,us,Vanderbilt,2017,2019,56,10.3,3.1,1.2,1.4,0.4,0.2,0.355,0.383,0.25,0.776,-0.3,-0.028
401,Henry Ellenson,2016,18,82,83.5,86.25,108,NA,NA,NA,NA,242,11.2,8.5,9.75,NA,NA,NA,362,2016,NBA,1,18,DET,19.166,F,us,Marquette,2017,2019,76,9.7,4.3,2.5,0.6,0.2,0,0.377,0.395,0.353,0.774,0.3,0.022
402,Malik Beasley,2016,19,75.5,76.5,79,100.5,NA,NA,NA,NA,190,6.9,8.5,9,NA,NA,NA,170,2016,NBA,1,19,DEN,19.214,G,us,Florida State,2017,2020,171,16,7.3,1.7,0.8,0.5,0.1,0.456,0.527,0.39,0.795,5,0.088
403,Caris LeVert,2016,20,77.75,79,82,101,NA,NA,NA,NA,191,7.6,8.5,9.25,NA,NA,NA,257,2016,NBA,1,20,IND,21.308,G-F,us,Michigan,2017,2020,174,25,11.4,3.6,3.4,1,0.3,0.438,0.498,0.329,0.706,5.8,0.064
405,Malachi Richardson,2016,22,76.75,78.25,84,101.5,38,139.5,33,134.5,200,7,8.75,10,NA,10.56,3.33,456,2016,NBA,1,22,CHO,20.175,G,us,Syracuse,2017,2019,70,8.9,2.8,1,0.3,0.2,0,0.358,0.415,0.301,0.783,-0.1,-0.009
406,Brice Johnson,2016,25,81,82.5,84.5,106.5,38,144.5,33.5,140,209,7.5,9,8.25,NA,11.88,3.2,264,2016,NBA,1,25,LAC,22.002,F,us,UNC,2017,2018,21,5.1,2.2,1.6,0.1,0.5,0.3,0.449,0.458,0,0.6,0.1,0.062
407,Caleb Swanigan,2016,26,79.5,80.5,87.5,107,29,136,26,133,247,12.6,9,10.25,NA,12.8,NA,433,2017,NBA,1,26,POR,20.07,F,us,Purdue,2018,2020,52,7.3,2.1,2.3,0.5,0.2,0.1,0.374,0.41,0.133,0.655,-0.3,-0.034
408,Pascal Siakam,2016,27,80.25,81.5,87.25,107.5,36.5,144,30.5,138,227,5.2,9.25,10,NA,11.25,3.41,42,2016,NBA,1,27,TOR,22.088,F,cm,New Mexico State,2017,2020,222,23.8,10.5,5.2,2,0.7,0.6,0.528,0.587,0.319,0.757,16.3,0.148
410,Jaylen Brown,2016,3,77.25,78.75,83.75,102.5,NA,NA,NA,NA,223,5.1,8.75,9,NA,NA,NA,202,2016,NBA,1,3,BOS,19.247,F-G,us,Cal,2017,2020,225,24.4,11.3,4,1.3,0.8,0.4,0.463,0.518,0.364,0.658,9.3,0.081
411,Damian Jones,2016,30,82.25,83.5,87.75,107,37,144,36,143,244,6.6,8.75,10.5,NA,11.35,3.2,57,2016,NBA,1,30,GSW,20.364,F-C,us,Vanderbilt,2017,2020,53,11.8,3.5,2.2,0.6,0.3,0.6,0.647,0.644,1,0.589,1.8,0.135
412,Josh Hart,2016,30,76,77.5,80.5,99.5,38.5,138,29.5,129,204,5.8,8.5,9.25,NA,11.15,3.2,186,2017,NBA,1,30,UTA,22.114,G,us,Villanova,2018,2020,136,24.6,8.1,4.1,1.3,0.9,0.4,0.437,0.532,0.364,0.713,5.9,0.085
413,Deyonta Davis,2016,31,81.25,82.5,86.5,108.5,NA,NA,NA,NA,237,9.7,9,9.25,NA,NA,NA,64,2016,NBA,2,31,BOS,19.208,C-F,us,Michigan State,2017,2019,107,12.1,4.2,3.2,0.4,0.2,0.6,0.599,0.601,0,0.635,3.6,0.131
414,Cheick Diallo,2016,33,79.5,81,88.5,107.5,35,142.5,31,138.5,219,5.6,8.5,9.75,NA,11.24,3.26,49,2016,NBA,2,33,LAC,19.288,F,ml,Kansas,2017,2020,136,12.4,5.4,4.5,0.4,0.3,0.4,0.587,0.589,0.25,0.75,5,0.142
415,Tyler Ulis,2016,34,68.75,70,74,88.5,38,126.5,32.5,121,149,5.2,7.5,7.5,NA,10.8,3.2,391,2016,NBA,2,34,PHO,20.175,G,us,Kentucky,2017,2019,133,20.9,7.5,1.7,4,0.9,0.1,0.403,0.439,0.28,0.808,0.5,0.008
416,Malcolm Brogdon,2016,36,75.75,77.5,82.5,98,35.5,133.5,30.5,128.5,223,5.4,9,10.25,NA,10.77,3.31,72,2016,NBA,2,36,MIL,23.2,G,us,Virginia,2017,2020,193,28.2,13.1,3.6,3.8,0.9,0.2,0.483,0.519,0.405,0.902,14.5,0.127
417,Chinanu Onuaku,2016,37,81,82,86.75,108.5,33.5,142,27.5,136,245,8.6,9,8,NA,11.65,3.5,320,2016,NBA,2,37,HOU,19.239,F-C,us,Louisville,2017,2018,6,12.3,3,2.3,0.7,0.5,0.2,0.583,0.583,NA,1,0.1,0.043
418,Patrick McCaw,2016,38,77.25,78.75,82,100.5,38,138.5,30,130.5,181,4.7,8.75,8.75,NA,11.01,3.3,278,2016,NBA,2,38,MIL,20.247,G,us,UNLV,2017,2020,159,15.5,3.7,1.5,1.2,0.6,0.2,0.422,0.516,0.299,0.784,2.9,0.057
419,Diamond Stone,2016,40,81,82.25,86.75,108.5,29.5,138,27,135.5,254,12.9,8.5,7.75,NA,12.02,3.5,409,2016,NBA,2,40,NOP,19.138,C,us,Maryland,2017,2017,7,3.4,1.4,0.9,0,0,0.1,0.231,0.231,NA,1,-0.1,-0.211
420,Stephen Zimmerman,2016,41,82.25,83.75,87.25,108.5,31,139.5,26,134.5,234,11.2,9,9,NA,12.08,3.43,463,2016,NBA,2,41,ORL,19.292,C,us,UNLV,2017,2017,19,5.7,1.2,1.8,0.2,0.1,0.3,0.323,0.323,NA,0.6,0,-0.005
421,Isaiah Whitehead,2016,42,75.25,76.5,80.75,100,35.5,135.5,27.5,127.5,210,9.3,8.5,8.75,NA,11.65,3.34,440,2016,NBA,2,42,UTA,21.113,G,us,Seton Hall,2017,2018,89,20.5,7.2,2.4,2.4,0.6,0.4,0.411,0.452,0.305,0.788,-0.9,-0.025
422,Zhou Qi,2016,43,85.25,86.25,91.75,112.5,32,144.5,31.5,144,218,4.9,9.25,9.5,NA,11.27,3.46,418,2016,NBA,2,43,HOU,20.164,F-C,cn,NA,2018,2019,19,6.6,1.3,1.2,0.1,0.1,0.7,0.212,0.357,0.105,0.667,-0.2,-0.093
423,Demetrius Jackson,2016,45,72,73.25,77.5,93,43.5,136.5,37.5,130.5,194,6.5,8.25,9,NA,10.81,3.25,173,2016,NBA,2,45,BOS,21.295,G,us,Notre Dame,2017,2019,26,5.2,1.8,0.7,0.7,0.3,0,0.486,0.609,0.286,0.667,0.2,0.087
424,Jake Layman,2016,47,80,81.25,81.25,102,39.5,141.5,33,135,209,7.1,8.25,9.25,NA,11.35,3.24,233,2016,NBA,2,47,ORL,22.114,F,us,Maryland,2017,2020,146,12.7,4.8,1.8,0.5,0.3,0.3,0.455,0.574,0.309,0.713,2.8,0.073
425,Michael Gbinije,2016,49,77.5,78.75,79.5,101,37.5,138.5,33.5,134.5,205,5.4,8,9,NA,11,3.12,410,2016,NBA,2,49,DET,24.024,G,us,Syracuse,2017,2017,9,3.6,0.4,0.3,0.2,0,0,0.1,0.167,0,1,-0.1,-0.136
426,Kris Dunn,2016,5,75,76.25,81.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,2016,NBA,1,5,MIN,22.103,G,us,Providence,2017,2020,183,24,8.4,3.2,4.3,1.4,0.5,0.415,0.442,0.312,0.718,1.7,0.018
427,Georges Niang,2016,50,78.75,80.5,82,103,31,134,25,128,231,10.1,9.25,9.25,NA,11.64,3.49,211,2016,NBA,2,50,IND,23.012,F,us,Iowa State,2017,2020,97,7.2,3,1.2,0.5,0.2,0.1,0.44,0.532,0.364,0.844,1.1,0.079
428,Ben Bentil,2016,51,79.25,80.25,85.5,105,33,138,29,134,229,9.7,9.5,10,NA,11.16,3.3,404,2016,NBA,2,51,BOS,21.092,F,gh,Providence,2017,2017,3,3.3,0,0.7,0,0,0,0,0,0,NA,-0.1,-0.473
429,Joel Bolomboy,2016,52,79.5,81,85.75,103.5,40.5,144,37.5,141,224,5.2,9,10.25,NA,10.26,3.17,61,2016,NBA,2,52,UTA,22.152,F,ua,Weber State,2017,2018,18,5.1,1.7,1.5,0.1,0.2,0.1,0.545,0.647,0.2,0.5,0.3,0.132
430,Kay Felder,2016,54,68.25,69.5,74.5,88.5,44,132.5,35.5,124,177,5.8,8.25,8.5,NA,11.52,3.15,429,2016,NBA,2,54,ATL,21.092,G,us,Oakland,2017,2018,58,9.1,3.8,1,1.3,0.4,0.1,0.364,0.385,0.268,0.754,-0.4,-0.041
431,Marcus Paige,2016,55,72.5,73.75,78.25,97,39.5,136.5,33.5,130.5,164,4.3,7.75,8.75,NA,10.82,3.15,461,2016,NBA,2,55,BRK,22.291,G,us,UNC,2018,2018,5,5.6,2.4,0.8,0.6,0,0,0.286,0.333,0.25,1,0,-0.006
432,Daniel Hamilton,2016,56,78.25,80,81,103.5,29,132.5,26,129.5,197,6,9,8.5,NA,11.48,3.4,402,2016,NBA,2,56,DEN,20.325,G-F,us,UConn,2018,2019,25,9.3,2.8,2.1,1.2,0.3,0,0.394,0.419,0.357,0.5,0,0
433,Isaiah Cousins,2016,59,75.25,76.5,78.25,98.5,37,135.5,30.5,129,194,4.8,8.25,8.75,NA,10.79,3.24,535,2016,NBA,2,59,SAC,22.108,G,us,Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,Jaron Blossomgame,2016,59,78.25,79.25,82,102,41,143,35,137,214,5.3,8.5,10,NA,11.53,3.2,347,2017,NBA,2,59,SAS,23.285,F,us,Clemson,2019,2019,27,16.3,4.2,3.6,0.5,0.3,0.3,0.443,0.552,0.256,0.769,0.3,0.03
435,Buddy Hield,2016,6,75.75,77,81.25,101,NA,NA,NA,NA,212,6.1,8.5,9,NA,NA,NA,237,2016,NBA,1,6,NOP,23.194,G,bs,Oklahoma,2017,2020,251,26.9,15,4,2,0.7,0.3,0.445,0.47,0.417,0.872,9.9,0.071
436,Marquese Chriss,2016,8,80.75,82,84.25,105,38.5,143.5,32.5,137.5,233,8.5,9,9,NA,11.93,3.26,349,2016,NBA,1,8,SAC,18.361,F,us,Washington,2017,2020,202,19,7.5,4.5,0.9,0.7,0.8,0.429,0.509,0.296,0.634,2.3,0.029
457,Zach Collins,2017,10,82.25,84,85,111,NA,NA,NA,NA,232,8.9,8.75,9.25,NA,NA,NA,238,2017,NBA,1,10,SAC,19.22,C-F,us,Gonzaga,2018,2020,146,17,5.7,3.8,0.9,0.3,0.7,0.442,0.503,0.324,0.73,3.7,0.071
458,Luke Kennard,2017,12,76.5,77.5,77.25,98.5,NA,NA,NA,NA,196,6.6,8,8.75,NA,NA,NA,168,2017,NBA,1,12,DET,21.003,G,us,Duke,2018,2020,143,21.8,9,2.6,1.8,0.5,0.2,0.441,0.473,0.406,0.856,5.8,0.089
459,Donovan Mitchell,2017,13,73.25,75,82,97,40.5,137.5,36.5,133.5,211,5.9,8.5,9.5,NA,11.53,3.01,132,2017,NBA,1,13,DEN,20.293,G,us,Louisville,2018,2020,163,33.6,22.2,4,3.9,1.5,0.4,0.438,0.486,0.353,0.804,11.7,0.102
460,Bam Adebayo,2017,14,80.75,81.75,86.75,108,38.5,146.5,33.5,141.5,243,5.2,9.5,8.75,NA,11.94,3.24,24,2017,NBA,1,14,MIA,19.344,C-F,us,Kentucky,2018,2020,157,22.1,8.2,6.6,2,0.7,0.7,0.551,0.563,0.154,0.722,12,0.166
461,Justin Patton,2017,16,82,83.25,87,111.5,30.5,142,26,137.5,229,7.8,8.75,9.75,NA,11.8,3.46,449,2017,NBA,1,16,CHI,20.013,C,us,Creighton,2018,2020,5,6.2,1.4,1.6,0.6,0.6,0,0.273,0.375,0,0.5,0,-0.017
462,D.J. Wilson,2017,17,80.75,82.5,87,109.5,NA,NA,NA,NA,234,6.4,9.25,10.25,NA,NA,NA,162,2017,NBA,1,17,MIL,21.129,F,us,Michigan,2018,2020,72,13.3,4.2,3.3,0.8,0.3,0.3,0.421,0.478,0.363,0.551,1.8,0.09
463,T.J. Leaf,2017,18,80.75,81.75,83,107,34.5,141.5,29,136,222,6.8,8.5,9.5,NA,11.55,3.27,106,2017,NBA,1,18,IND,20.058,F,il,UCLA,2018,2020,116,9,3.5,2,0.3,0.1,0.2,0.499,0.541,0.354,0.633,2.5,0.113
464,John Collins,2017,19,80.25,81.5,83.25,106.5,37.5,144,33,139.5,225,5.4,9,10,NA,11.66,3.27,34,2017,NBA,1,19,ATL,19.277,F,us,Wake Forest,2018,2020,140,27,14.6,8.4,1.6,0.5,0.9,0.564,0.603,0.357,0.742,12.1,0.154
465,Harry Giles,2017,20,81.25,82.5,87.25,109.5,32.5,142,27,136.5,232,5.2,9.5,10.75,NA,11.08,3.34,280,2017,NBA,1,20,POR,19.066,F-C,us,Duke,2019,2019,58,14.1,7,3.8,1.5,0.5,0.4,0.503,0.512,0,0.637,1,0.056
466,Terrance Ferguson,2017,21,77.5,79,80.75,103,38,141,28.5,131.5,184,5.8,8.5,10,NA,11.16,3.32,235,2017,NBA,1,21,OKC,19.041,G-F,us,NA,2018,2020,141,20.1,5.1,1.4,0.7,0.5,0.2,0.424,0.571,0.355,0.762,4.2,0.072
467,Jarrett Allen,2017,22,81,82.25,89.25,109.5,35.5,145,31.5,141,234,7.4,9.5,10.5,NA,11.82,3.21,31,2017,NBA,1,22,BRK,19.067,C-F,us,Texas,2018,2020,158,23.4,9.5,7.1,1,0.5,1.4,0.589,0.615,0.183,0.722,12.2,0.159
468,OG Anunoby,2017,23,78.25,79.75,86.25,107.5,NA,NA,NA,NA,232,6.8,9.25,9.5,NA,NA,NA,163,2017,NBA,1,23,TOR,19.345,F,gb,Indiana,2018,2020,147,20.7,6.7,2.9,0.7,0.7,0.3,0.468,0.59,0.356,0.598,5.7,0.09
469,Tyler Lydon,2017,24,80.25,81.5,84,107.5,33.5,141,29.5,137,215,13.6,8.75,8.75,NA,11.68,3.46,193,2017,NBA,1,24,UTA,21.079,F,us,Syracuse,2018,2019,26,3.7,0.9,0.7,0.2,0.1,0,0.5,0.625,0.4,0.333,0.2,0.084
470,Kyle Kuzma,2017,27,80,81.5,84.25,107.5,34,141.5,27,134.5,223,9.4,8.5,9.5,NA,10.72,3.25,240,2017,NBA,1,27,BRK,21.339,F,us,Utah,2018,2020,149,31.9,17.2,5.8,2.1,0.6,0.4,0.453,0.533,0.333,0.732,7,0.07
471,Tony Bradley,2017,28,81.25,82.75,89,112.5,27.5,140,24.5,137,249,12,9.5,9.5,NA,11.79,3.44,41,2017,NBA,1,28,LAL,19.17,F-C,us,UNC,2018,2020,16,5.6,2.6,2.2,0.1,0.1,0.3,0.486,0.5,0,0.7,0.3,0.15
472,Derrick White,2017,29,75.25,76.5,79.5,101.5,36.5,138,35.5,137,190,6.2,8.25,8.5,NA,10.84,3.08,98,2017,NBA,1,29,SAS,22.361,G,us,Colorado,2018,2020,90,22.3,8.9,3.2,3.1,0.8,0.6,0.486,0.527,0.371,0.77,4.8,0.115
473,Frank Jackson,2017,31,74,75.5,79.5,98,42,140,35.5,133.5,202,6.7,8.25,9,NA,10.94,3.14,369,2017,NBA,2,31,CHO,19.054,G,us,Duke,2019,2020,67,19.1,8.4,2.1,1.2,0.4,0,0.437,0.511,0.32,0.75,0.6,0.021
474,Davon Reed,2017,32,76.5,77.5,84,102,36,138,28.5,130.5,206,6.5,9.25,9.5,NA,11.37,3.34,432,2017,NBA,2,32,PHO,22.017,G,us,Miami (FL),2018,2019,31,9.3,2.4,1.5,0.5,0.4,0.1,0.307,0.304,0.31,0.667,-0.2,-0.039
475,Wesley Iwundu,2017,33,77.5,78.75,85,105.5,36,141.5,31.5,137,193,4,8.75,9.5,NA,11.25,3.36,293,2017,NBA,2,33,ORL,22.19,F,us,Kansas State,2018,2020,131,17.3,4.4,2.5,1,0.5,0.3,0.417,0.457,0.302,0.787,2.4,0.052
476,Frank Mason,2017,34,71,72,75.25,94,41,135,34,128,189,4.3,8,9.25,NA,11.41,3.18,350,2017,NBA,2,34,SAC,23.086,G,us,Kansas,2018,2019,90,15.8,6.8,1.9,2.6,0.6,0.2,0.392,0.426,0.3,0.773,0.9,0.029
477,Ivan Rabb,2017,35,80.75,82,85.5,109,32.5,141.5,28.5,137.5,220,6.8,8.75,9,NA,12.68,3.35,77,2017,NBA,2,35,ORL,20.143,F,us,Cal,2018,2019,85,14.6,5.7,4.3,1,0.3,0.3,0.555,0.57,0.2,0.743,3.2,0.125
478,Semi Ojeleye,2017,37,77.25,78.75,81.75,102,40.5,142.5,35,137,241,5.5,8.75,9.5,NA,10.58,3.16,296,2017,NBA,2,37,BOS,22.205,F,us,SMU,2018,2020,134,13.5,2.9,1.9,0.3,0.2,0.1,0.38,0.489,0.312,0.612,1.9,0.051
479,Jordan Bell,2017,38,79,80.5,83.75,104.5,38,142.5,31.5,136,224,5.4,9.25,9.5,NA,10.63,3.21,60,2017,NBA,2,38,CHI,22.172,F,us,Oregon,2018,2020,128,12.7,3.9,3.2,1.4,0.4,0.8,0.573,0.582,0,0.651,4.5,0.133
480,Jawun Evans,2017,39,70.75,71.5,77.5,95,33.5,128.5,27.5,122.5,185,9.1,8,7.75,NA,11.34,3.21,442,2017,NBA,2,39,PHI,20.336,G,us,Oklahoma State,2018,2019,56,15.1,4.2,1.7,2,0.7,0.1,0.345,0.367,0.263,0.776,-0.4,-0.022
