Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MPG,PPG,RPG,APG,SPG,BPG,FG%,2P%,3P%,FT%,WS,WS/48
350,2017,NBA,2,34,SAC,Frank Mason\masonfr01,23.086,G,us,Kansas,2018,2019,90,15.8,6.8,1.9,2.6,0.6,0.2,0.392,0.426,0.3,0.773,0.9,0.029
351,2013,NBA,2,38,WAS,Nate Wolters\woltena01,22.049,G,us,South Dakota State University,2014,2018,84,18.8,5.5,2.2,2.5,0.5,0.2,0.423,0.452,0.261,0.635,0.9,0.028
352,2014,NBA,1,8,SAC,Nik Stauskas\stausni01,20.267,G,ca,Michigan,2015,2019,335,19.9,6.8,2.1,1.5,0.4,0.2,0.389,0.436,0.353,0.814,3.8,0.028
353,2017,NBA,2,40,NOP,Dwayne Bacon\bacondw01,21.302,G,us,Florida State,2018,2020,102,16.1,5.6,2.4,1,0.3,0.1,0.422,0.449,0.355,0.753,1,0.028
354,2016,NBA,2,58,BOS,Abdel Nader\naderab01,22.277,F,eg,Iowa State,2018,2020,113,11.1,3.5,1.7,0.4,0.3,0.2,0.387,0.431,0.335,0.662,0.7,0.027
355,2013,NBA,1,7,SAC,Ben McLemore\mclembe01,20.141,G,us,Kansas,2014,2020,374,23.5,8.7,2.4,1.1,0.7,0.2,0.417,0.467,0.354,0.783,4.7,0.026
356,2014,NBA,1,18,PHO,Tyler Ennis\ennisty01,19.311,G,ca,Syracuse,2015,2018,186,12.6,4.2,1.3,1.9,0.5,0.1,0.419,0.458,0.317,0.768,1.3,0.026
357,2015,NBA,1,8,DET,Stanley Johnson\johnsst04,19.031,F,us,Arizona,2016,2020,287,21.5,6.9,3.4,1.5,0.9,0.2,0.374,0.431,0.293,0.764,3.3,0.026
358,2010,NBA,1,22,POR,Elliot Williams\williel01,21.009,G,us,Memphis,2012,2016,109,13.5,4.9,1.5,0.9,0.4,0.1,0.421,0.489,0.31,0.669,0.7,0.024
359,2012,NBA,2,31,CHA,Jeffery Taylor\tayloje03,23.042,F,se,Vanderbilt,2013,2015,132,19.4,6.1,2,0.8,0.5,0.2,0.409,0.458,0.319,0.665,1.3,0.024
360,2013,NBA,1,29,OKC,Archie Goodwin\goodwar01,18.319,G,us,Kentucky,2014,2017,165,14.5,6.3,2,1.2,0.4,0.2,0.429,0.484,0.236,0.7,1.1,0.022
361,2015,NBA,1,5,ORL,Mario Hezonja\hezonma01,20.125,F-G,hr,,2016,2020,283,19,7.3,3.1,1.3,0.7,0.3,0.416,0.482,0.321,0.81,2.5,0.022
362,2016,NBA,1,18,DET,Henry Ellenson\ellenhe01,19.166,F,us,Marquette,2017,2019,76,9.7,4.3,2.5,0.6,0.2,0,0.377,0.395,0.353,0.774,0.3,0.022
363,2017,NBA,2,45,HOU,Dillon Brooks\brookdi01,21.157,F-G,ca,Oregon,2018,2020,105,26.8,10.4,2.9,1.5,0.8,0.2,0.434,0.47,0.364,0.751,1.3,0.022
364,2012,NBA,1,22,BOS,Fab Melo\melofa01,22.014,C,br,Syracuse,2013,2013,6,6,1.2,0.5,0,0.3,0.3,0.5,0.5,,0.25,0,0.021
365,2012,NBA,2,44,DET,Kim English\engliki01,23.283,G,us,Missouri,2013,2013,41,9.9,2.9,0.9,0.6,0.4,0.1,0.375,0.452,0.28,0.724,0.2,0.021
366,2013,NBA,2,42,PHI,Pierre Jackson\jackspi01,21.308,G,us,Baylor,2017,2017,8,10.5,4.4,1.1,2.4,0.3,0,0.333,0.357,0.273,0.857,0,0.021
367,2014,NBA,1,26,MIA,P.J. Hairston\hairspj02,21.189,G-F,us,UNC,2015,2016,111,18,6,2.4,0.5,0.5,0.2,0.343,0.414,0.295,0.81,0.9,0.021
368,2016,NBA,1,21,ATL,DeAndre' Bembry\bembrde01,21.36,F,us,Saint Joseph's,2017,2020,151,19.1,6.5,3.4,2,0.9,0.4,0.452,0.511,0.279,0.589,1.2,0.021
369,2017,NBA,2,31,CHO,Frank Jackson\jacksfr01,19.054,G,us,Duke,2019,2020,67,19.1,8.4,2.1,1.2,0.4,0,0.437,0.511,0.32,0.75,0.6,0.021
370,2010,NBA,1,30,WAS,Lazar Hayward\haywala01,23.216,F,us,Marquette,2011,2013,72,8.2,2.9,1.3,0.5,0.2,0.1,0.347,0.395,0.269,0.767,0.2,0.02
371,2011,NBA,1,28,CHI,Norris Cole\coleno01,22.258,G,us,Cleveland State University,2012,2017,360,22.3,7,2,2.7,0.8,0.1,0.407,0.436,0.324,0.743,3,0.018
372,2016,NBA,1,5,MIN,Kris Dunn\dunnkr01,22.103,G,us,Providence,2017,2020,183,24,8.4,3.2,4.3,1.4,0.5,0.415,0.442,0.312,0.718,1.7,0.018
373,2016,NBA,2,60,UTA,Tyrone Wallace\wallaty01,22.019,G,us,Cal,2018,2020,94,16.1,5.6,2.3,1.2,0.5,0.2,0.439,0.47,0.23,0.674,0.6,0.018
374,2010,NBA,1,25,MEM,Dominique Jones\jonesdo02,21.257,G,us,University of South Florida,2011,2013,80,9.3,3.1,1.4,1.8,0.4,0.1,0.366,0.393,0.095,0.729,0.3,0.017
375,2011,NBA,2,44,GSW,Charles Jenkins\jenkich01,22.12,G,us,Hofstra,2012,2013,110,12.1,3.7,0.9,1.9,0.4,0.1,0.434,0.449,0.182,0.754,0.5,0.017
376,2012,NBA,1,24,CLE,Jared Cunningham\cunnija01,21.043,G,us,Oregon State,2013,2016,84,7.2,2.3,0.7,0.5,0.3,0,0.347,0.369,0.306,0.674,0.2,0.017
377,2009,NBA,2,58,BOS,Lester Hudson\hudsole01,24.328,G,us,University of Tennessee at Martin,2010,2015,57,10.4,4.7,1.4,1.2,0.6,0.1,0.375,0.441,0.277,0.806,0.2,0.016
378,2015,NBA,2,38,DET,Darrun Hilliard\hillida01,22.078,G,us,Villanova,2016,2018,91,9.4,3.2,0.9,0.8,0.2,0,0.377,0.42,0.304,0.747,0.3,0.016
379,2015,NBA,2,43,IND,Joe Young\youngjo01,23.003,G,us,Oregon,2016,2018,127,8.5,3.4,1,0.9,0.3,0,0.393,0.438,0.296,0.768,0.4,0.016
380,2012,NBA,1,13,PHO,Kendall Marshall\marshke01,20.319,G,us,UNC,2013,2016,160,19.3,5,1.6,4.9,0.7,0.1,0.399,0.422,0.37,0.611,1,0.015
381,2012,NBA,2,48,NYK,Kostas Papanikolaou\papanko01,21.338,F,gr,,2015,2016,69,15.8,3.6,2.3,1.5,0.6,0.3,0.354,0.416,0.297,0.688,0.3,0.015
382,2009,NBA,2,32,WAS,Jermaine Taylor\tayloje02,22.205,G,us,Central Florida,2010,2011,65,12.1,5.4,1.7,0.7,0.4,0.1,0.441,0.484,0.284,0.73,0.2,0.014
383,2011,NBA,2,39,CHA,Jeremy Tyler\tylerje01,20.007,C,us,,2012,2014,104,9.9,3.6,2.6,0.2,0.2,0.4,0.45,0.451,0,0.557,0.3,0.014
384,2010,NBA,1,12,MEM,Xavier Henry\henryxa01,19.106,G,be,Kansas,2011,2015,185,15.7,5.7,1.9,0.6,0.5,0.1,0.406,0.419,0.325,0.635,0.8,0.013
385,2010,NBA,2,56,MIN,Hamady N'Diaye\ndiayha01,23.169,C,sn,Rutgers University,2011,2014,33,4.8,0.6,0.8,0.1,0.1,0.3,0.467,0.467,,0.462,0,0.013
386,2013,NBA,1,1,CLE,Anthony Bennett\bennean01,20.11,F,ca,UNLV,2014,2017,151,12.6,4.4,3.1,0.5,0.4,0.2,0.392,0.427,0.261,0.67,0.5,0.013
387,2009,NBA,1,22,POR,Victor Claver\clavevi01,20.304,F,es,,2013,2015,80,13.4,3.2,2.2,0.7,0.4,0.2,0.398,0.489,0.293,0.585,0.2,0.011
388,2013,NBA,2,46,UTA,Erick Green\greener01,22.055,G,us,Virginia Tech,2015,2016,52,8.7,3.1,0.7,0.8,0.3,0,0.377,0.415,0.288,0.857,0.1,0.011
389,2010,NBA,2,50,DAL,Solomon Alabi\alabiso01,22.1,C,ng,Florida State,2011,2012,26,7,1.5,2.3,0.2,0.2,0.4,0.314,0.314,,0.7,0,0.01
390,2009,NBA,1,24,DAL,Byron Mullens\mulleby01,20.136,C,us,Ohio State,2010,2014,189,18.2,7.4,4.2,0.8,0.4,0.5,0.408,0.438,0.319,0.706,0.6,0.008
391,2016,NBA,2,34,PHO,Tyler Ulis\ulisty01,20.175,G,us,Kentucky,2017,2019,133,20.9,7.5,1.7,4,0.9,0.1,0.403,0.439,0.28,0.808,0.5,0.008
392,2014,NBA,1,28,LAC,C.J. Wilcox\wilcocj01,23.184,G,us,Washington,2015,2017,66,5.7,2,0.5,0.5,0.2,0.1,0.37,0.397,0.333,0.813,0.1,0.007
393,2017,NBA,1,11,CHO,Malik Monk\monkma01,19.143,G,us,Kentucky,2018,2020,142,15.7,7.9,1.5,1.5,0.4,0.2,0.381,0.44,0.335,0.871,0.3,0.007
394,2014,NBA,2,36,MIL,Johnny O'Bryant\obryajo01,21.03,F-C,us,LSU,2015,2018,147,11.5,3.5,2.4,0.5,0.2,0.1,0.402,0.406,0.36,0.663,0.2,0.006
395,2014,NBA,2,48,MIL,Lamar Patterson\pattela01,22.324,G-F,us,Pitt,2016,2017,40,10.9,2.3,1.4,1.1,0.3,0.1,0.326,0.45,0.236,0.72,0.1,0.006
396,2014,NBA,2,55,MIA,Semaj Christon\chrisse01,21.242,G,us,Xavier,2017,2017,64,15.2,2.9,1.4,2,0.4,0.1,0.345,0.406,0.19,0.548,0.1,0.006
397,2012,NBA,2,42,MIL,Doron Lamb\lambdo01,20.24,G,us,Kentucky,2013,2014,100,12.7,3.5,1,0.8,0.2,0,0.381,0.372,0.394,0.7,0.1,0.005
398,2017,NBA,2,49,DEN,Vlatko Čančar\cancavl01,20.078,F,si,,2020,2020,1,2,0,0,0,0,0,,,,,0,0.005
399,2011,NBA,2,37,LAC,Trey Thompkins\thomptr02,21.039,F,us,Georgia,2012,2012,24,5,2.4,1,0.1,0.1,0.1,0.393,0.417,0.308,0.714,0,0.004
400,2011,NBA,2,46,LAL,Andrew Goudelock\goudean01,22.203,G,us,College of Charleston,2012,2016,49,9.7,4,0.7,0.5,0.2,0,0.393,0.429,0.345,0.875,0,0.003
401,2016,NBA,1,4,PHO,Dragan Bender\bendedr01,18.223,F,ba,,2017,2019,171,20.3,5.3,3.8,1.2,0.3,0.6,0.394,0.516,0.321,0.647,0.2,0.002
402,2016,NBA,2,56,DEN,Daniel Hamilton\hamilda02,20.325,G-F,us,UConn,2018,2019,25,9.3,2.8,2.1,1.2,0.3,0,0.394,0.419,0.357,0.5,0,0
403,2012,NBA,2,55,DAL,Darius Johnson-Odom\johnsda03,22.279,G,us,Marquette,2013,2014,7,3,0,0.9,0.3,0.1,0,0,0,0,0,-0.3,-0.597
404,2016,NBA,2,51,BOS,Ben Bentil\bentibe01,21.092,F,gh,Providence,2017,2017,3,3.3,0,0.7,0,0,0,0,0,0,,-0.1,-0.473
405,2010,NBA,2,38,NYK,Andy Rautins\rautian01,23.24,G,us,Syracuse,2011,2011,5,4.8,1.6,0.2,0.6,0.2,0,0.429,0.667,0.25,0.5,-0.2,-0.314
406,2012,NBA,2,47,UTA,Kevin Murphy\murphke01,22.12,G,us,Tennessee Technological University,2013,2013,17,3.1,0.9,0.2,0.1,0.1,0,0.25,0.261,0.2,,-0.3,-0.272
407,2017,NBA,2,55,UTA,Nigel Williams-Goss\willini01,22.285,G,us,Gonzaga,2020,2020,3,2.3,0,0,0.3,0,0,0,,0,,0,-0.249
408,2010,NBA,2,37,MIL,Darington Hobson\hobsoda01,22.274,G,us,New Mexico,2012,2012,5,7.8,0.8,0.6,1.2,0,0,0.154,0.286,0,,-0.2,-0.225
409,2016,NBA,2,40,NOP,Diamond Stone\stonedi01,19.138,C,us,Maryland,2017,2017,7,3.4,1.4,0.9,0,0,0.1,0.231,0.231,,1,-0.1,-0.211
410,2016,NBA,2,49,DET,Michael Gbinije\gbinimi01,24.024,G,us,Syracuse,2017,2017,9,3.6,0.4,0.3,0.2,0,0,0.1,0.167,0,1,-0.1,-0.136
411,2013,NBA,1,30,PHO,Nemanja Nedović\nedovne01,22.017,G,rs,,2014,2014,24,5.9,1.1,0.6,0.5,0,0,0.205,0.238,0.167,0.875,-0.4,-0.132
412,2013,NBA,2,40,POR,Grant Jerrett\jerregr01,19.359,F,us,Arizona,2015,2015,8,6.4,2,1.1,0.4,0.3,0.3,0.269,0.545,0.067,1,-0.1,-0.128
413,2012,NBA,2,51,BOS,Kris Joseph\josepkr01,23.199,F,ca,Syracuse,2013,2013,10,5.4,0.9,0.7,0.1,0.3,0,0.143,0.182,0,0.625,-0.1,-0.127
414,2012,NBA,1,16,HOU,Royce White\whitero03,21.085,F,us,Iowa State,2014,2014,3,3,0,0,0,0,0,0,0,,,0,-0.121
415,2011,NBA,2,49,MEM,Josh Selby\selbyjo01,20.093,G,us,Kansas,2012,2013,38,7.8,2.2,0.5,0.9,0.2,0,0.33,0.384,0.143,0.72,-0.7,-0.113
416,2013,NBA,2,43,MIL,Ricky Ledo\ledori01,20.295,G,us,Providence,2014,2015,28,9.9,3.9,1.4,0.8,0.3,0,0.336,0.321,0.371,0.769,-0.6,-0.096
417,2011,NBA,2,32,CLE,Justin Harper\harpeju01,21.302,F,us,University of Richmond,2012,2017,22,6.8,2,0.8,0.2,0.1,0.1,0.34,0.417,0.276,0.333,-0.3,-0.093
418,2016,NBA,2,43,HOU,Zhou Qi\qizh01,20.164,F-C,cn,,2018,2019,19,6.6,1.3,1.2,0.1,0.1,0.7,0.212,0.357,0.105,0.667,-0.2,-0.093
419,2010,NBA,1,21,OKC,Craig Brackins\brackcr01,22.264,F,us,Iowa State,2011,2012,17,7.1,1.8,1.1,0.5,0.1,0.1,0.265,0.286,0.214,0.5,-0.2,-0.089
420,2012,NBA,2,41,POR,Tyshawn Taylor\tayloty01,22.083,G,us,Kansas,2013,2014,61,8,2.9,0.5,0.9,0.4,0,0.354,0.353,0.36,0.684,-0.9,-0.088
421,2014,NBA,2,47,PHI,Russ Smith\smithru01,23.074,G,us,Louisville,2015,2016,27,4.9,2,0.6,0.7,0.3,0,0.319,0.387,0.188,0.769,-0.2,-0.068
422,2013,NBA,2,35,PHI,Glen Rice\ricegl02,22.183,G,us,Georgia Tech,2014,2015,16,9.5,2.7,1.5,0.6,0.4,0.1,0.269,0.286,0.25,0.692,-0.2,-0.065
423,2013,NBA,2,49,CHI,Erik Murphy\murpher01,22.25,F,fr,Florida,2014,2014,24,2.6,0.3,0.3,0.1,0,0.2,0.231,0.3,0,,-0.1,-0.055
424,2011,NBA,2,35,SAC,Tyler Honeycutt\honeyty01,20.348,F,us,UCLA,2012,2013,24,5,1.2,1,0.4,0.2,0.2,0.314,0.333,0.2,0.714,-0.1,-0.049
425,2010,NBA,2,53,ATL,Pape Sy\sypa01,22.085,F,fr,,2011,2011,3,7,2.3,1,0.7,0.3,0,0.333,0.4,0,1,0,-0.047
426,2011,NBA,1,21,POR,Nolan Smith\smithno01,22.338,G,us,Duke,2012,2013,84,9.9,3.3,1,1.2,0.3,0,0.371,0.407,0.26,0.714,-0.8,-0.047
427,2012,NBA,1,29,CHI,Marquis Teague\teaguma01,19.125,G,us,Kentucky,2013,2018,91,10,2.4,1,1.5,0.3,0.1,0.343,0.369,0.222,0.661,-0.9,-0.045
428,2010,NBA,2,31,NJN,Tibor Pleiß\pleisti01,20.239,C,de,,2016,2016,12,6.8,2,1.3,0.2,0.1,0.2,0.44,0.478,0,1,-0.1,-0.041
429,2016,NBA,2,54,ATL,Kay Felder\feldeka01,21.092,G,us,Oakland,2017,2018,58,9.1,3.8,1,1.3,0.4,0.1,0.364,0.385,0.268,0.754,-0.4,-0.041
430,2009,NBA,2,48,PHO,Taylor Griffin\griffta01,23.074,F,us,Oklahoma,2010,2010,8,4,1.3,0.3,0.1,0,0.3,0.4,0.5,0,0.5,0,-0.039
431,2014,NBA,2,34,NYK,Cleanthony Early\earlycl01,23.076,F,us,Wichita State,2015,2016,56,14.3,4.3,2.2,0.8,0.5,0.3,0.346,0.4,0.263,0.75,-0.6,-0.039
432,2017,NBA,2,32,PHO,Davon Reed\reedda01,22.017,G,us,Miami (FL),2018,2019,31,9.3,2.4,1.5,0.5,0.4,0.1,0.307,0.304,0.31,0.667,-0.2,-0.039
433,2017,NBA,1,26,POR,Caleb Swanigan\swanica01,20.07,F,us,Purdue,2018,2020,52,7.3,2.1,2.3,0.5,0.2,0.1,0.374,0.41,0.133,0.655,-0.3,-0.034
434,2017,NBA,1,8,NYK,Frank Ntilikina\ntilila01,18.334,G,be,,2018,2020,127,21.4,5.7,2.2,3,0.8,0.3,0.352,0.38,0.302,0.735,-1.9,-0.033
435,2012,NBA,2,54,PHI,Tornike Shengelia\shengto01,20.272,F,ge,,2013,2014,45,5.5,1.3,0.9,0.4,0.1,0,0.451,0.512,0.125,0.5,-0.2,-0.032
436,2013,NBA,2,56,DET,Peyton Siva\sivape01,22.252,G,us,Louisville,2014,2014,24,9.3,2.3,0.6,1.4,0.4,0,0.316,0.344,0.28,0.733,-0.2,-0.032
437,2017,NBA,1,4,PHO,Josh Jackson\jacksjo02,20.137,F-G,us,Kansas,2018,2019,156,25.3,12.3,4.5,1.9,1,0.6,0.415,0.455,0.294,0.65,-2.4,-0.029
438,2014,NBA,2,56,DEN,Devyn Marble\marblde01,21.283,G-F,us,Iowa,2015,2016,44,10.4,2.2,1.6,0.7,0.5,0.1,0.304,0.377,0.222,0.375,-0.3,-0.028
439,2016,NBA,1,17,MEM,Wade Baldwin\baldwwa01,20.091,G,us,Vanderbilt,2017,2019,56,10.3,3.1,1.2,1.4,0.4,0.2,0.355,0.383,0.25,0.776,-0.3,-0.028
440,2016,NBA,2,42,UTA,Isaiah Whitehead\whiteis01,21.113,G,us,Seton Hall,2017,2018,89,20.5,7.2,2.4,2.4,0.6,0.4,0.411,0.452,0.305,0.788,-0.9,-0.025
441,2014,NBA,2,31,MIL,Damien Inglis\inglida01,19.042,F,gf,,2016,2016,20,7.8,1.8,1.6,0.5,0.3,0.2,0.351,0.417,0.231,0.875,-0.1,-0.024
442,2017,NBA,2,39,PHI,Jawun Evans\evansja01,20.336,G,us,Oklahoma State,2018,2019,56,15.1,4.2,1.7,2,0.7,0.1,0.345,0.367,0.263,0.776,-0.4,-0.022
443,2012,NBA,1,25,MEM,Tony Wroten\wroteto01,19.081,G,us,Washington,2013,2016,145,21.2,11.1,2.5,3,0.9,0.2,0.413,0.477,0.231,0.647,-1.3,-0.021
444,2014,NBA,2,49,CHI,Cameron Bairstow\bairsca01,23.207,F-C,au,New Mexico,2015,2016,36,4.6,1.2,1,0.2,0.1,0.1,0.296,0.306,0.2,0.846,-0.1,-0.021
445,2009,NBA,1,30,CLE,Christian Eyenga\eyengch01,20.008,F,cd,,2011,2012,51,20.6,6.3,2.7,0.8,0.7,0.6,0.411,0.464,0.277,0.611,-0.4,-0.02
446,2014,NBA,2,42,HOU,Nick Johnson\johnsni01,21.191,G,us,Arizona,2015,2015,28,9.4,2.6,1.4,0.4,0.3,0.1,0.347,0.389,0.238,0.68,-0.1,-0.02
447,2014,NBA,1,15,ATL,Adreian Payne\paynead01,23.133,F-C,us,Michigan State,2015,2018,107,13.1,4,2.9,0.6,0.4,0.3,0.406,0.43,0.254,0.68,-0.6,-0.019
448,2015,NBA,1,17,MIL,Rashad Vaughn\vaughra01,18.317,G,us,UNLV,2016,2018,139,12,3,1.1,0.5,0.4,0.2,0.337,0.366,0.313,0.692,-0.6,-0.017
